X 	 Y 	 R 	 theta 
#With Preamplifier,Turning the emitter ZnTe, ZnTe detector angle dependance 40deg, Chopper inside probe 388Hz inside Pump 230Hz, time constant=0.1s 18dB, waiting time= 1s, sensitivity=20mV, position 3mm
3.24252e-05	1.33515e-05	2.9564e-05	23.55
2.3842e-05	2.00273e-05	2.76567e-05	42.09
9.53682e-07	-2.86104e-06	9.5368e-06	-22.38
3.33788e-05	3.24252e-05	5.3406e-05	42.276
4.76839e-05	1.62126e-05	5.0545e-05	23.964
6.10356e-05	-3.81472e-05	7.05724e-05	-31.716
4.67303e-05	-6.67575e-06	4.38693e-05	-9.906
7.91554e-05	-3.91009e-05	8.77385e-05	-24.372
-2.86104e-06	-9.5368e-06	1.33515e-05	-114.444
9.5368e-06	-2.86104e-06	9.5368e-06	-11.31
-1.71663e-05	-3.62399e-05	4.86376e-05	-130.686
6.67575e-06	1.04905e-05	1.71663e-05	49.398
-2.28883e-05	1.33515e-05	3.71935e-05	156.426
-2.47956e-05	3.43325e-05	5.3406e-05	144.462
-2.3842e-05	2.3842e-05	3.24252e-05	129.21
-3.05178e-05	-6.67575e-06	3.05178e-05	-156.798
-2.76567e-05	-1.90736e-06	2.86103e-05	176.184
-2.6703e-05	3.05178e-05	4.19619e-05	135.642
-4.00546e-05	5.72208e-06	4.19619e-05	170.094
0.0	3.81473e-06	5.72208e-06	72.474
-1.14442e-05	-3.81473e-06	1.14442e-05	-169.992
-2.86104e-06	6.67575e-06	0.0	-90.0
6.67575e-06	-3.81473e-06	3.81473e-06	-135.0
0.0	1.04905e-05	1.33515e-05	121.758
1.90736e-05	-1.04905e-05	1.52589e-05	-63.438
-6.67575e-06	-3.91009e-05	3.91009e-05	-108.432
-4.7684e-06	2.28883e-05	2.28883e-05	105.708
3.62399e-05	2.86104e-06	3.33788e-05	6.072
-8.58313e-06	2.6703e-05	2.9564e-05	119.748
-9.5368e-06	2.28883e-05	2.19346e-05	101.688
-9.53682e-07	-4.76839e-05	4.76839e-05	-110.46
-4.19619e-05	-3.05178e-05	4.10082e-05	-144.348
-3.81473e-06	1.90736e-06	1.04905e-05	177.708
2.86103e-05	7.62945e-06	2.86103e-05	8.532
-2.00273e-05	2.3842e-05	3.24252e-05	127.506
2.86104e-06	2.0981e-05	2.19346e-05	90.0
-1.81199e-05	8.58313e-06	1.62126e-05	164.052
-2.0981e-05	-9.53679e-05	9.44142e-05	-101.868
2.57493e-05	-1.62126e-05	3.52862e-05	-14.574
1.43052e-05	-9.53682e-07	8.58313e-06	-23.964
4.76839e-05	-2.86104e-06	4.29156e-05	-1.878
0.000803951	-0.00316335	0.00330831	-75.618
0.000973705	-0.00357725	0.00370504	-74.808
0.000975613	-0.00345041	0.00358678	-74.28
0.00102902	-0.00360586	0.003747	-74.13
0.00106717	-0.0036173	0.00376894	-73.668
0.00104047	-0.00358774	0.00373842	-73.758
0.0011263	-0.00366689	0.00384142	-72.9
0.00110245	-0.00364114	0.00379755	-73.158
0.00109101	-0.00368883	0.00384809	-73.584
0.00107194	-0.00369836	0.00384904	-73.812
0.00115491	-0.0036812	0.00385667	-72.558
0.00106717	-0.00368501	0.00383474	-73.896
0.00106717	-0.00362684	0.00377561	-73.698
0.00105191	-0.00355817	0.00371744	-73.404
0.00107957	-0.00360872	0.00376417	-73.356
0.00107098	-0.00363351	0.00378706	-73.662
0.00105763	-0.00355531	0.00371362	-73.362
0.00108815	-0.00358297	0.00374223	-73.062
0.00109101	-0.0035906	0.00375177	-72.99
0.00107098	-0.00364591	0.00379564	-73.488
0.00107575	-0.00354673	0.00370218	-73.236
0.0010481	-0.00358774	0.00374223	-73.632
0.00106812	-0.00357439	0.0037327	-73.428
0.00109864	-0.00366594	0.00383283	-73.17
0.00110532	-0.0036564	0.00381471	-73.26
0.00109864	-0.00364019	0.00380231	-73.2
0.00104523	-0.00350477	0.00365736	-73.524
0.00108815	-0.00363065	0.00379373	-73.326
0.00111771	-0.0036421	0.00380804	-73.002
0.00113774	-0.00369455	0.00387003	-72.882
0.00120259	-0.00380327	0.00400069	-72.486
0.00178338	-0.00496581	0.00528243	-70.05
0.00158501	-0.00458911	0.0048323	-71.07
-0.000616077	-1.04905e-05	0.000719074	167.898
-0.00191785	0.00238325	0.00291444	128.592
-0.000462534	-0.000390055	0.000625614	-142.344
-0.000458719	-0.000473978	0.000655178	-132.324
-0.000379564	-0.000540737	0.000654224	-124.962
-0.000133515	-0.00112153	0.00113774	-96.474
-6.67575e-06	-0.00132561	0.00132848	-89.742
1.52589e-05	-0.00133801	0.00133515	-88.914
-1.04905e-05	-0.00137711	0.00137425	-90.75
-7.62945e-06	-0.00136662	0.00136758	-90.03
-4.7684e-06	-0.00141717	0.00141431	-90.084
1.33515e-05	-0.00135327	0.00135136	-89.886
-6.2943e-05	-0.0013218	0.00132371	-92.682
-1.43052e-05	-0.00138093	0.00137902	-90.528
2.57493e-05	-0.00134946	0.00134469	-88.89
-4.67303e-05	-0.00127793	0.00127602	-91.44
1.81199e-05	-0.00134946	0.00135136	-89.352
