X 	 Y 	 R 	 theta 
#With Preamplifier,Turning the emitter ZnTe, ZnTe detector angle dependance 40deg, Chopper inside probe 388Hz inside Pump 230Hz, time constant=0.1s 18dB, waiting time= 1s, sensitivity=20mV, position 3.9mm
-6.67575e-06	0.00161172	0.00160981	90.12
1.90736e-06	0.00164986	0.00165273	90.414
2.6703e-05	0.00164033	0.00164033	89.184
4.76839e-05	0.00164605	0.00164605	88.074
-2.86104e-06	0.00163556	0.00163556	89.886
-1.14442e-05	0.00163842	0.00163842	90.348
2.76567e-05	0.0016451	0.0016451	89.046
2.3842e-05	0.00162316	0.00162316	89.364
-0.000190736	0.00214769	0.00215627	95.07
-0.000188828	0.00218107	0.0021906	95.13
-0.000219346	0.00217058	0.00218011	95.706
-0.000218392	0.00210382	0.00211336	95.994
-0.000138284	0.00214101	0.00214769	93.786
-0.000162126	0.00215246	0.00215818	94.29
-0.00021267	0.0021105	0.00212099	95.46
-0.000187875	0.00215627	0.00216486	95.16
-0.000181199	0.00215913	0.0021639	95.022
-0.000164987	0.00216581	0.00217248	94.272
-0.000148774	0.00209333	0.00210096	93.942
-0.000121117	0.00212575	0.00212671	93.186
-0.000146867	0.00210382	0.00210859	94.098
-0.000193597	0.00214292	0.0021515	95.55
-0.000150681	0.00211336	0.00211813	93.918
-0.000160218	0.00215341	0.00215627	93.978
-0.000168801	0.00211526	0.00212099	94.596
-0.000161172	0.00211431	0.00212003	94.344
-0.000210763	0.00213625	0.00214387	95.154
-0.000150681	0.00214387	0.00215055	94.14
-0.000150681	0.0021372	0.00214483	94.254
-0.000168801	0.00210859	0.00211813	94.692
-0.000183106	0.00214769	0.00215437	94.974
-0.000195504	0.0021496	0.00216009	95.292
-0.000168801	0.00209238	0.00210096	94.494
-0.000172616	0.00212385	0.00213052	94.716
-0.000146867	0.00209524	0.00210096	93.762
-0.00013733	0.00209142	0.00209714	94.284
-0.000157357	0.00207044	0.00207521	94.404
-0.000178338	0.00210573	0.0021105	94.584
-0.000181199	0.00212957	0.00213338	94.824
-0.00015545	0.00214197	0.00214769	94.146
-0.000133515	0.00213338	0.00214006	93.48
-0.000135423	0.00214387	0.00214769	93.624
-0.000153542	0.00211908	0.00212003	94.422
-0.000161172	0.00207807	0.00208379	94.53
-0.000199319	0.00210096	0.0021124	95.394
-0.000156404	0.00209714	0.00210287	94.236
-0.000158311	0.00208761	0.00209238	94.11
-0.000167848	0.00204183	0.00204946	94.692
-0.000183106	0.00206472	0.00207235	94.896
-0.000130654	0.00201322	0.00201704	93.81
-0.000175477	0.0019312	0.0019455	95.616
-0.000150681	0.00198556	0.00199129	94.542
-9.53679e-05	0.00197317	0.00197317	92.748
-0.000144006	0.00199987	0.00201227	93.906
-0.00013733	0.00198652	0.00199033	93.666
-0.000141145	0.00203229	0.00203516	93.624
-0.000135423	0.00196649	0.00197031	94.17
-0.000113488	0.0019436	0.00195027	93.618
-0.00015545	0.00198652	0.00198843	94.446
-0.000130654	0.00199415	0.00199606	93.66
-0.00015545	0.00195314	0.00195982	94.722
-0.000174523	0.00192357	0.00192834	94.86
-0.00012684	0.001853	0.00185777	94.068
-0.000161172	0.00190926	0.00191689	94.686
-0.000144006	0.00186444	0.00187112	94.188
-0.000146867	0.00184251	0.00184441	94.44
-0.000121117	0.00182725	0.00183297	93.858
-0.000118256	0.001853	0.0018549	93.546
-0.000116349	0.00180436	0.00180722	93.75
-0.000144006	0.00179768	0.00180341	94.428
-0.000133515	0.00180054	0.00180817	94.206
-0.000103951	0.00180436	0.00180531	93.39
-9.82289e-05	0.00173188	0.0017376	93.294
-0.000106812	0.00175095	0.00175381	93.552
-0.000104905	0.001647	0.001647	93.444
-1.71663e-05	0.00137997	0.00137616	90.918
-6.8665e-05	0.00129414	0.00129319	93.198
-5.3406e-05	0.00130749	0.00130845	91.926
-1.71663e-05	0.00131036	0.00130749	90.996
-1.62126e-05	0.00125981	0.00125981	90.756
-1.23978e-05	0.00116921	0.0011673	90.39
-3.81473e-06	0.00111104	0.0011139	90.276
2.6703e-05	0.00111104	0.00110913	87.864
-3.14715e-05	0.00115014	0.00115109	91.428
-1.14442e-05	0.00111104	0.00110913	90.552
2.57493e-05	0.00106526	0.0010624	88.92
4.76839e-05	0.00109959	0.00110055	87.084
-2.86103e-05	0.00107957	0.00108052	91.164
5.43597e-05	0.00105859	0.00106049	87.264
1.90736e-05	0.00109387	0.00109483	89.022
-3.14715e-05	0.00116063	0.00115777	91.554
1.71663e-05	0.00109387	0.00109673	89.268
8.58313e-06	0.00112534	0.00112439	89.76
3.91009e-05	0.00113583	0.00113869	87.96
-2.00273e-05	0.00108815	0.0010872	91.02
-1.62126e-05	0.00109769	0.00110055	90.522
-2.6703e-05	0.0011673	0.00116444	90.858
-3.62399e-05	0.00114346	0.00114537	91.566
-3.14715e-05	0.00116826	0.0011673	91.242
-4.7684e-06	0.00115968	0.00116158	91.05
-2.47956e-05	0.00118447	0.00118924	91.248
-2.86104e-06	0.00113965	0.00113965	89.934
-1.62126e-05	0.00118256	0.00118066	91.266
-3.71935e-05	0.00115777	0.00115777	91.848
-1.43052e-05	0.00112439	0.00113011	90.438
-1.43052e-05	0.00118447	0.00118638	91.128
-1.90736e-05	0.00118447	0.00118638	90.936
-3.52862e-05	0.00116921	0.00117303	92.142
-4.19619e-05	0.00111581	0.00111581	92.298
-1.43052e-05	0.00113393	0.00113393	91.11
-2.19346e-05	0.00109769	0.0011015	90.864
-1.62126e-05	0.00110532	0.00110913	90.924
2.86103e-05	0.00109101	0.00109292	88.638
4.19619e-05	0.00109196	0.00109769	88.44
