X 	 Y 	 R 	 theta 
#Without Preamplifier, New QWP in high prec. mount, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3s 18dB, waiting time= 1s, sensitivity=20mV, position 8.0085mm
6.67575e-06	1.71663e-05	1.90736e-05	64.29
5.24523e-05	-2.19346e-05	5.72207e-05	-20.322
5.43597e-05	2.76567e-05	6.10356e-05	27.12
4.57766e-05	2.57493e-05	5.14986e-05	28.548
1.04905e-05	-4.7684e-06	8.58313e-06	-22.62
3.81473e-06	1.23978e-05	1.23978e-05	75.258
2.19346e-05	-6.67575e-06	2.19346e-05	-16.86
3.71935e-05	-1.52589e-05	3.91009e-05	-22.692
3.33788e-05	-3.05178e-05	4.48229e-05	-42.048
-6.67575e-06	-4.48229e-05	4.48229e-05	-104.442
1.71663e-05	-1.90736e-05	2.6703e-05	-43.092
4.57766e-05	9.5368e-06	4.86376e-05	12.528
3.71935e-05	2.19346e-05	3.91009e-05	32.322
-1.52589e-05	-7.62945e-06	1.62126e-05	-146.31
5.72208e-06	-1.81199e-05	1.81199e-05	-75.966
5.53133e-05	-9.5368e-06	5.72207e-05	-7.206
1.90736e-05	-2.28883e-05	2.86103e-05	-50.712
2.57493e-05	-9.53682e-07	2.76567e-05	-3.99
5.72208e-06	-8.58313e-06	9.5368e-06	-64.98
2.28883e-05	2.86104e-06	2.3842e-05	11.004
1.71663e-05	2.86103e-05	3.43325e-05	59.982
1.04905e-05	5.72208e-06	1.23978e-05	22.38
4.29156e-05	-2.47956e-05	5.0545e-05	-27.9
3.05178e-05	1.33515e-05	3.43325e-05	25.08
4.76839e-05	7.62945e-06	4.86376e-05	10.098
1.90736e-06	-7.62945e-06	8.58313e-06	-71.568
1.90736e-05	1.90736e-05	2.86103e-05	42.276
8.58313e-06	-3.71935e-05	3.71935e-05	-75.204
3.52862e-05	6.67575e-06	3.52862e-05	12.756
1.71663e-05	3.71935e-05	4.19619e-05	62.622
1.23978e-05	4.19619e-05	4.38693e-05	71.304
1.62126e-05	2.86103e-05	3.24252e-05	58.842
4.38693e-05	2.6703e-05	4.95913e-05	30.696
2.86103e-05	1.81199e-05	3.24252e-05	30.762
5.72208e-06	0.0	5.72208e-06	21.804
1.52589e-05	0.0	1.52589e-05	2.388
2.3842e-05	-1.62126e-05	2.86103e-05	-35.538
-2.28883e-05	-2.3842e-05	3.05178e-05	-130.734
2.00273e-05	-1.33515e-05	2.3842e-05	-36.252
2.28883e-05	-8.58313e-06	2.57493e-05	-16.554
5.72208e-06	2.57493e-05	2.57493e-05	75.618
7.62945e-06	-4.7684e-06	6.67575e-06	-45.0
2.19346e-05	-5.72208e-06	2.19346e-05	-12.336
-4.7684e-06	-1.43052e-05	1.52589e-05	-117.642
7.62945e-06	3.91009e-05	4.19619e-05	74.664
4.19619e-05	2.47956e-05	4.95913e-05	29.934
6.67575e-06	-2.6703e-05	2.6703e-05	-77.322
2.19346e-05	-1.90736e-05	2.9564e-05	-38.088
3.24252e-05	2.19346e-05	3.71935e-05	36.87
1.23978e-05	-2.6703e-05	2.86103e-05	-69.444
4.7684e-06	0.0	5.72208e-06	0.0
8.58313e-06	-3.33788e-05	3.43325e-05	-69.444
2.19346e-05	-2.00273e-05	2.76567e-05	-43.026
-2.86104e-06	3.71935e-05	3.71935e-05	97.002
5.72208e-06	-2.86104e-06	5.72208e-06	-11.31
1.90736e-05	-1.33515e-05	2.19346e-05	-26.562
1.62126e-05	-1.62126e-05	2.3842e-05	-47.202
-2.57493e-05	-1.81199e-05	3.05178e-05	-145.62
1.04905e-05	-5.14986e-05	5.24523e-05	-79.116
4.29156e-05	-6.67575e-06	4.38693e-05	-6.912
-6.67575e-06	3.05178e-05	3.14715e-05	102.012
5.72208e-06	-9.5368e-06	1.04905e-05	-53.748
1.90736e-05	3.81473e-06	1.90736e-05	17.244
2.86103e-05	2.3842e-05	3.62399e-05	37.506
2.19346e-05	-2.47956e-05	3.62399e-05	-45.0
4.38693e-05	-1.43052e-05	4.57766e-05	-15.834
2.6703e-05	-2.3842e-05	3.52862e-05	-36.654
1.04905e-05	-5.72208e-06	1.14442e-05	-12.528
2.28883e-05	3.81473e-06	2.3842e-05	8.13
1.81199e-05	5.72208e-06	1.90736e-05	24.906
8.58313e-06	0.0	9.5368e-06	0.0
5.72208e-06	0.0	5.72208e-06	6.342
1.23978e-05	-2.86104e-06	1.52589e-05	-11.766
2.00273e-05	2.57493e-05	3.33788e-05	52.434
0.0	2.00273e-05	2.0981e-05	88.212
8.58313e-06	-2.47956e-05	2.76567e-05	-69.444
1.90736e-05	-3.33788e-05	3.81472e-05	-62.1
1.90736e-05	1.14442e-05	2.19346e-05	36.156
4.57766e-05	4.38693e-05	6.38966e-05	43.314
1.04905e-05	8.58313e-06	1.23978e-05	29.358
3.62399e-05	-1.81199e-05	4.00546e-05	-25.302
1.43052e-05	2.00273e-05	2.57493e-05	55.122
-9.5368e-06	1.62126e-05	1.71663e-05	124.824
2.6703e-05	1.90736e-05	3.14715e-05	30.966
5.24523e-05	-3.14715e-05	6.00817e-05	-29.43
4.48229e-05	-4.86376e-05	6.48503e-05	-46.236
1.90736e-06	-2.00273e-05	1.81199e-05	-87.882
-3.81473e-06	0.0	1.90736e-06	-153.438
1.43052e-05	-1.62126e-05	2.19346e-05	-41.496
5.0545e-05	0.0	5.0545e-05	0.0
-3.43325e-05	-1.43052e-05	3.52862e-05	-156.798
-2.86104e-06	-2.86104e-06	1.90736e-06	-90.0
3.91009e-05	-4.7684e-06	4.00546e-05	-6.444
-9.53682e-07	-2.47956e-05	2.3842e-05	-96.522
1.52589e-05	-3.14715e-05	3.52862e-05	-57.774
3.81473e-06	-8.58313e-06	9.5368e-06	-61.698
-2.9564e-05	1.43052e-05	3.14715e-05	153.438
0.0	-1.43052e-05	1.43052e-05	-77.196
1.71663e-05	1.23978e-05	1.90736e-05	42.138
-2.9564e-05	8.58313e-06	2.76567e-05	161.568
5.72208e-06	1.90736e-05	1.90736e-05	64.29
2.19346e-05	-3.33788e-05	4.00546e-05	-56.058
2.47956e-05	-9.5368e-06	2.47956e-05	-17.448
3.81473e-06	1.43052e-05	1.52589e-05	70.824
4.48229e-05	-1.33515e-05	4.57766e-05	-17.1
4.38693e-05	-1.04905e-05	4.76839e-05	-11.31
1.33515e-05	3.05178e-05	3.24252e-05	72.648
4.95913e-05	-1.90736e-05	5.53133e-05	-18.87
5.0545e-05	2.00273e-05	5.3406e-05	25.314
-7.62945e-06	2.9564e-05	3.05178e-05	104.034
3.14715e-05	2.00273e-05	3.62399e-05	31.89
6.67575e-06	4.7684e-06	9.5368e-06	26.562
-9.53682e-07	-7.62945e-06	5.72208e-06	-84.288
3.24252e-05	-3.81473e-06	3.24252e-05	0.0
1.71663e-05	2.0981e-05	2.6703e-05	48.942
1.71663e-05	1.04905e-05	2.0981e-05	32.196
8.58313e-06	-2.86104e-06	8.58313e-06	-22.62
1.52589e-05	-9.53682e-07	1.52589e-05	-2.49
5.72208e-06	9.53682e-07	6.67575e-06	15.252
2.28883e-05	-2.57493e-05	3.52862e-05	-45.0
2.86103e-05	-1.81199e-05	3.52862e-05	-28.008
4.00546e-05	3.81473e-06	4.19619e-05	4.398
4.48229e-05	0.0	4.76839e-05	0.774
1.90736e-05	4.19619e-05	4.57766e-05	70.236
-1.14442e-05	4.7684e-06	1.04905e-05	148.392
2.28883e-05	3.81473e-06	2.3842e-05	9.726
2.00273e-05	-4.38693e-05	4.67303e-05	-65.958
-9.53682e-07	1.62126e-05	1.52589e-05	92.49
5.3406e-05	2.57493e-05	6.10356e-05	26.016
2.86103e-05	1.90736e-05	3.33788e-05	37.092
3.05178e-05	-4.7684e-06	3.05178e-05	-11.562
0.0	-2.76567e-05	2.6703e-05	-85.914
2.00273e-05	-2.9564e-05	3.52862e-05	-52.494
-1.14442e-05	2.86104e-06	1.14442e-05	163.608
1.33515e-05	2.57493e-05	2.9564e-05	55.956
2.57493e-05	1.90736e-06	2.3842e-05	4.902
6.67575e-06	1.23978e-05	1.43052e-05	58.572
-1.62126e-05	1.33515e-05	2.00273e-05	140.196
1.23978e-05	0.0	1.33515e-05	0.0
8.58313e-06	1.23978e-05	1.33515e-05	49.086
-2.86104e-06	-2.86103e-05	2.86103e-05	-93.732
4.19619e-05	-9.5368e-06	4.57766e-05	-9.864
2.47956e-05	-9.53682e-07	2.28883e-05	1.638
9.5368e-06	1.90736e-05	2.19346e-05	61.116
2.47956e-05	4.7684e-06	2.57493e-05	9.924
4.57766e-05	1.52589e-05	4.86376e-05	17.16
1.23978e-05	-2.86103e-05	3.05178e-05	-66.162
2.86104e-06	-9.5368e-06	1.04905e-05	-66.372
3.91009e-05	2.76567e-05	4.95913e-05	34.116
1.62126e-05	2.28883e-05	2.6703e-05	55.122
4.38693e-05	3.81473e-06	4.19619e-05	8.532
2.3842e-05	2.47956e-05	3.52862e-05	43.53
1.62126e-05	-1.81199e-05	2.3842e-05	-48.24
-1.23978e-05	-1.62126e-05	1.90736e-05	-128.046
-1.43052e-05	4.10082e-05	4.38693e-05	110.556
-1.14442e-05	4.86376e-05	5.0545e-05	100.236
-5.72208e-06	6.67575e-06	8.58313e-06	140.712
-7.62945e-06	9.5368e-06	1.04905e-05	116.562
9.5368e-06	2.0981e-05	2.19346e-05	65.694
3.33788e-05	2.0981e-05	4.00546e-05	32.4
1.23978e-05	1.04905e-05	1.62126e-05	49.638
3.14715e-05	-6.67575e-06	3.24252e-05	-10.62
-2.86104e-06	2.86104e-06	5.72208e-06	146.31
-8.58313e-06	2.28883e-05	2.3842e-05	108.924
1.71663e-05	4.76839e-05	5.0545e-05	71.094
6.10356e-05	1.33515e-05	6.2943e-05	11.43
3.05178e-05	4.7684e-06	2.86103e-05	12.678
1.90736e-05	3.33788e-05	3.91009e-05	60.378
4.48229e-05	3.05178e-05	5.53133e-05	35.22
