Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,Fluence 1 filter = NE15A-B, ZnTe detector angle dependance 40deg, Chopper 230Hz, time constant=0.3s 18dB, waiting time= 2.7s, sensitivity=20mV
3.678	8.0	5.33704e-11	-7.72481e-05	-0.000242234	0.000253679	-108.054
7.0041	8.1	5.403753e-11	-7.05724e-05	-0.000245096	0.000254633	-106.152
10.2827	8.2	5.470465999999999e-11	-8.96459e-05	-0.000306131	0.000318529	-106.014
13.577	8.3	5.5371790000000004e-11	-0.000121117	-0.000299456	0.000322344	-111.864
16.8392	8.4	5.603892e-11	-0.000129701	-0.000374796	0.000395777	-108.924
20.1337	8.5	5.670605e-11	-0.000154496	-0.000376703	0.000406267	-112.446
23.6843	8.6	5.737317999999999e-11	0.000670437	0.000889782	0.00111295	53.1
26.9789	8.7	5.804030999999999e-11	-0.000891689	-0.00104047	0.00136948	-130.626
30.2728	8.8	5.870744e-11	0.000121117	-0.000100136	0.000156404	-39.678
33.5669	8.9	5.937457e-11	-0.000271799	-0.000349047	0.000441553	-127.77
37.1174	9.0	6.004169999999999e-11	-0.00014782	-0.000315668	0.000347139	-114.846
40.3956	9.1	6.070883e-11	1.23978e-05	-0.000162126	0.000163079	-83.79
43.6898	9.2	6.137595999999999e-11	-6.2943e-05	-0.000211717	0.000221253	-106.8
46.9681	9.3	6.204309e-11	2.47956e-05	-0.000192643	0.000193597	-83.094
50.2473	9.4	6.271022e-11	-5.53133e-05	-0.000232697	0.00023842	-103.296
53.5255	9.5	6.337735e-11	-9.53682e-07	-0.000190736	0.000188828	-89.796
57.0754	9.6	6.404448e-11	-0.000102997	-0.000262262	0.000280382	-111.576
60.3538	9.7	6.471160999999999e-11	-8.20165e-05	-0.000257494	0.000267984	-107.262
63.648	9.8	6.537874000000001e-11	-7.1526e-05	-0.000232697	0.000242234	-106.986
66.9262	9.9	6.604587e-11	-8.48775e-05	-0.000252726	0.000265123	-108.936
70.4608	10.0	6.6713e-11	-6.96187e-05	-0.000242234	0.000250818	-106.566
73.7553	10.1	6.738012999999999e-11	-6.48503e-05	-0.000190736	0.000200273	-108.372
77.0335	10.2	6.804726e-11	-2.0981e-05	-0.000168801	0.000167848	-95.868
80.2965	10.3	6.871439e-11	-0.000120163	-0.00028515	0.000308039	-113.25
83.5585	10.4	6.938152e-11	1.81199e-05	-0.000149728	0.000150681	-82.158
