Time (s) 	 Position (mm) 	 Delay (s) 	 X 	 Y 	 R 	 theta 
#Without Preamplifier,Fluence with Filter (NE07A-B), ZnTe detector angle 40deg, Chopper 230Hz, time constant=0.1s 18dB, waiting time= 0.9s, sensitivity=20mV
1.6611	8.5	5.670605e-11	-8.67848e-05	1.43052e-05	8.01091e-05	163.854
3.4178	8.6	5.737317999999999e-11	-5.14986e-05	-2.86104e-06	5.0545e-05	173.988
4.8578	8.7	5.804030999999999e-11	-4.57766e-05	3.52862e-05	5.72207e-05	148.35
6.324	8.8	5.870744e-11	-3.91009e-05	-3.81473e-06	3.81472e-05	-159.102
7.8273	8.9	5.937457e-11	1.62126e-05	-3.81473e-06	5.72208e-06	-123.69
9.5575	9.0	6.004169999999999e-11	5.24523e-05	5.72208e-06	5.72207e-05	9.894
11.049	9.1	6.070883e-11	0.000107766	1.23978e-05	0.000106812	4.236
12.532	9.2	6.137595999999999e-11	0.000143052	4.29156e-05	0.000144959	18.522
14.004	9.3	6.204309e-11	0.000191689	0.000109673	0.000227929	28.77
15.4726	9.4	6.271022e-11	0.000151635	0.000298502	0.000336649	62.982
16.9661	9.5	6.337735e-11	-0.00013733	0.000453951	0.000473978	107.214
18.6778	9.6	6.404448e-11	-0.00189591	-0.00140858	0.00236608	-143.424
20.1621	9.7	6.471160999999999e-11	-0.000286104	0.000491146	0.000571255	120.636
21.631	9.8	6.537874000000001e-11	8.29701e-05	0.000143052	0.000161172	62.676
23.1206	9.9	6.604587e-11	0.000249865	0.000243188	0.000344278	45.786
24.5879	10.0	6.6713e-11	0.000251772	0.000200273	0.000318529	39.318
