X 	 Y 	 R 	 theta 
#With Preamplifier, Finding A, ZnTe detector angle dependance 40deg, Chopper inside probe 388Hz inside Pump 230Hz, time constant=0.3s 18dB, waiting time= 1s, sensitivity=20mV, position 11.0085mm
2.3842e-05	2.86104e-06	2.47956e-05	7.308
3.24252e-05	-1.90736e-06	3.24252e-05	0.0
4.19619e-05	3.05178e-05	5.24523e-05	38.886
4.00546e-05	9.5368e-06	4.00546e-05	10.392
3.71935e-05	-2.0981e-05	4.29156e-05	-28.122
2.86103e-05	9.53682e-07	2.86103e-05	2.664
3.05178e-05	-7.62945e-06	3.05178e-05	-11.07
1.90736e-05	9.5368e-06	2.19346e-05	27.348
1.23978e-05	2.19346e-05	2.6703e-05	59.742
9.5368e-06	8.58313e-06	1.23978e-05	40.914
3.81473e-06	-1.71663e-05	1.71663e-05	-70.2
3.71935e-05	5.72208e-06	3.81472e-05	10.74
3.71935e-05	-9.5368e-06	3.71935e-05	-13.296
3.24252e-05	-1.33515e-05	3.52862e-05	-23.202
2.19346e-05	-1.33515e-05	2.57493e-05	-25.908
4.48229e-05	1.81199e-05	4.95913e-05	22.794
1.23978e-05	2.28883e-05	2.57493e-05	57.528
4.95913e-05	1.23978e-05	5.24523e-05	13.692
6.48503e-05	2.00273e-05	6.67577e-05	17.898
5.14986e-05	3.81473e-06	5.14986e-05	5.064
7.53407e-05	2.19346e-05	8.01091e-05	15.624
9.05995e-05	3.24252e-05	9.44142e-05	21.126
6.96187e-05	3.71935e-05	8.10628e-05	27.822
4.48229e-05	9.5368e-06	4.38693e-05	9.462
7.24797e-05	1.62126e-05	7.34334e-05	14.16
7.53407e-05	1.52589e-05	7.82018e-05	13.572
9.72752e-05	4.29156e-05	0.000105858	22.62
0.000103951	2.47956e-05	0.000107766	13.698
9.05995e-05	5.3406e-05	0.000102044	31.218
9.82289e-05	6.19893e-05	0.000117302	33.51
0.000105858	7.43871e-05	0.000132562	34.638
0.000132562	0.000110627	0.000172616	40.458
9.72752e-05	9.44142e-05	0.000136376	42.834
0.00013733	0.000103951	0.000171662	37.134
0.000130654	9.05995e-05	0.00015545	35.334
0.000120163	9.05995e-05	0.000150681	35.916
0.00018406	7.91554e-05	0.000201226	23.772
0.0002203	9.72752e-05	0.000241281	24.378
0.000225068	0.000107766	0.000249865	25.404
0.000185967	0.000139237	0.000229836	37.506
0.000161172	0.000150681	0.000221253	42.564
0.000213624	0.00013733	0.000254633	32.574
0.000198365	0.000102997	0.000223161	27.024
0.000244142	8.39238e-05	0.000260355	18.666
0.00023842	0.000110627	0.000261309	25.062
0.000166894	0.000117302	0.000205041	35.13
0.000210763	0.000149728	0.000257494	35.742
0.000222207	0.000117302	0.000251772	27.45
0.000169755	9.05995e-05	0.000192643	29.304
0.000195504	0.000150681	0.000247957	37.422
0.000206948	0.000129701	0.000245096	31.92
0.000205995	0.000164033	0.000263216	38.82
0.000205041	0.000169755	0.000267984	39.57
0.000208856	0.000116349	0.000236512	29.382
0.000146867	0.000110627	0.00018406	36.33
0.00016594	0.000121117	0.000205995	36.204
0.00018406	9.44142e-05	0.000206948	27.552
0.000135423	0.000123979	0.000182153	42.912
0.000132562	0.000110627	0.000169755	40.554
0.00013733	7.24797e-05	0.000154496	27.336
0.000139237	0.000107766	0.000176431	37.65
0.000103951	0.000112534	0.000153542	46.746
0.00014782	7.53407e-05	0.000167848	26.46
